排名,封面,歌名,歌手,愛心數量,愛心數量(數值),播放次數,時長,發佈日期,標籤,歌曲連結
180,https://i.ytimg.com/vi/DuMqFknYHBs/sddefault.jpg,イエスタデイ,Official髭男dism,1K,1000,35K,5:01,2019-10-09,"#JPOP, #Official髭男dism",https://www.marumaru-x.com/japanese-song/play-y8rj99wmn9
181,https://i.ytimg.com/vi/XpM2N1y-FD8/sddefault.jpg,いつも何度でも,木村弓,1K,1000,16.2K,3:42,2001-07-18,"#ANM, #木村弓",https://www.marumaru-x.com/japanese-song/play-14o71z84ok
182,https://i.ytimg.com/vi/D3IDK_R1LTg/sddefault.jpg,Every Heart -ミンナノキモチ-,BoA,1K,1000,16.9K,4:39,2002-03-13,"#JPOP, #BoA",https://www.marumaru-x.com/japanese-song/play-q9oqpgqr4y
183,https://i.ytimg.com/vi/pdGHyiPH8ig/sddefault.jpg,終わりの世界から,麻枝准×やなぎなぎ,987,987,16.6K,5:58,2012-04-25,"#ANM, #やなぎなぎ",https://www.marumaru-x.com/japanese-song/play-lwzrv3wn3k
184,https://i.ytimg.com/vi/Sw1Flgub9s8/sddefault.jpg,春泥棒,ヨルシカ,983,983,33.3K,5:00,2021-01-09,"#JPOP, #ヨルシカ",https://www.marumaru-x.com/japanese-song/play-94oglm00r0
185,https://i.ytimg.com/vi/EXxaBXKjl6Q/sddefault.jpg,HANABI,Mr.Children,983,983,44.5K,5:58,2008-09-03,"#JPOP, #Mr.Children",https://www.marumaru-x.com/japanese-song/play-e1pox4ynyw
186,https://i.ytimg.com/vi/ScWlFcYn_FI/sddefault.jpg,革命道中,アイナ・ジ・エンド,982,982,35.9K,3:21,2025-07-02,"#ANM, #アイナ・ジ・エンド",https://www.marumaru-x.com/japanese-song/play-dvol96qko2
187,https://i.ytimg.com/vi/vd3IlOjSUGQ/sddefault.jpg,ハルカ,YOASOBI,978,978,39.6K,4:05,2020-12-18,"#JPOP, #YOASOBI",https://www.marumaru-x.com/japanese-song/play-lvnw13xqo7
188,https://i.ytimg.com/vi/iqEr3P78fz8/sddefault.jpg,水平線,back number,977,977,39.8K,5:13,2021-08-13,"#JPOP, #back number",https://www.marumaru-x.com/japanese-song/play-1poxq5wxry
189,https://i.ytimg.com/vi/XQWWS8f6X9I/sddefault.jpg,一番の宝物,Girls Dead Monster STARRING LiSA,972,972,15.2K,6:09,2010-12-08,"#ANM, #LiSA",https://www.marumaru-x.com/japanese-song/play-e4oyk6dn3z
190,https://i.ytimg.com/vi/Uh6dkL1M9DM/sddefault.jpg,Flamingo,米津玄師,971,971,35.3K,3:38,2018-10-31,"#JPOP, #米津玄師",https://www.marumaru-x.com/japanese-song/play-v7n3wk3okw
191,https://i.ytimg.com/vi/M1ajQuujwKk/sddefault.jpg,それは小さな光のような,さユり,971,971,22K,4:42,2016-02-24,"#ANM, #さユり",https://www.marumaru-x.com/japanese-song/play-1zn4lkjoe4
192,https://i.ytimg.com/vi/Evy1FWBv9Hc/sddefault.jpg,鳥の詩,Lia,970,970,14.4K,6:05,2000-09-08,"#ANM, #Lia",https://www.marumaru-x.com/japanese-song/play-g9r03q0rv8
193,https://i.ytimg.com/vi/k9Eewd8TEWE/sddefault.jpg,フォニイ,町田ちま,969,969,35K,3:09,2021-08-05,"#COV, #町田ちま",https://www.marumaru-x.com/japanese-song/play-pynpvy8ynd
194,https://i.ytimg.com/vi/5B8isYtE_Yw/sddefault.jpg,季節は次々死んでいく,amazarashi,967,967,30.1K,5:40,2015-02-18,"#ANM, #amazarashi",https://www.marumaru-x.com/japanese-song/play-q9oql244n4
195,https://i.ytimg.com/vi/T6kVa48UbUw/sddefault.jpg,深海少女,初音ミク,966,966,17.9K,3:42,2022-12-16,"#VOC, #初音ミク",https://www.marumaru-x.com/japanese-song/play-60rm9lpznp
196,https://i.ytimg.com/vi/LmZD-TU96q4/sddefault.jpg,IRIS OUT,米津玄師,965,965,42.9K,2:34,2025-09-15,"#ANM, #米津玄師",https://www.marumaru-x.com/japanese-song/play-g9r057q2nv
197,https://i.ytimg.com/vi/4vvvL8y9VHM/sddefault.jpg,unlasting,LiSA,965,965,22.9K,4:54,2019-12-11,"#ANM, #LiSA",https://www.marumaru-x.com/japanese-song/play-y8rj99e1n9
198,https://i.ytimg.com/vi/Z6DZP3fwVmg/sddefault.jpg,君をのせて,井上あずみ,959,959,12.1K,3:25,2000-04-26,"#ANM, #井上あずみ",https://www.marumaru-x.com/japanese-song/play-72r9mz54oz
199,https://i.ytimg.com/vi/GJI4Gv7NbmE/sddefault.jpg,秒針を噛む,ずっと真夜中でいいのに。,953,953,26.2K,4:33,2018-11-14,"#JPOP, #ずっと真夜中でいいのに。",https://www.marumaru-x.com/japanese-song/play-60rm7p3rpz
200,https://i.ytimg.com/vi/fGGTf044UPI/sddefault.jpg,ライオン,中島愛、May'n,951,951,16.3K,5:04,2008-08-20,"#ANM, #中島愛, #May'n",https://www.marumaru-x.com/japanese-song/play-q9oq06mn4y
